,"rho(0,0)","rho(0,1)","rho(0,2)","rho(0,3)","rho(1,0)","rho(1,1)","rho(1,2)","rho(1,3)","rho(2,0)","rho(2,1)","rho(2,2)","rho(2,3)","rho(3,0)","rho(3,1)","rho(3,2)","rho(3,3)"
11416,(0.30045589442131343+0j),0j,0j,0j,0j,(0.19954410557868654+0j),(0.10091178884262689+0j),0j,0j,(0.10091178884262689+0j),(0.19954410557868654+0j),0j,0j,0j,0j,(0.30045589442131343+0j)
11417,(0.3218458631455532+0j),0j,0j,0j,0j,(0.1781541368544468+0j),(0.14369172629110638+0j),0j,0j,(0.14369172629110638+0j),(0.1781541368544468+0j),0j,0j,0j,0j,(0.3218458631455532+0j)
11418,(0.2721562654205734+0j),0j,0j,0j,0j,(0.22784373457942655+0j),(0.04431253084114687+0j),0j,0j,(0.04431253084114687+0j),(0.22784373457942655+0j),0j,0j,0j,0j,(0.2721562654205734+0j)
11419,(0.32359502325681844+0j),0j,0j,0j,0j,(0.17640497674318156+0j),(0.14719004651363687+0j),0j,0j,(0.14719004651363687+0j),(0.17640497674318156+0j),0j,0j,0j,0j,(0.32359502325681844+0j)
11420,(0.24717526791332237+0j),0j,0j,0j,0j,(0.2528247320866776+0j),(-0.005649464173355248+0j),0j,0j,(-0.005649464173355248+0j),(0.2528247320866776+0j),0j,0j,0j,0j,(0.24717526791332237+0j)
11421,(0.07661205955774449+0j),0j,0j,0j,0j,(0.42338794044225553+0j),(-0.34677588088451106+0j),0j,0j,(-0.34677588088451106+0j),(0.42338794044225553+0j),0j,0j,0j,0j,(0.07661205955774449+0j)
11422,(0.23484206624492998+0j),0j,0j,0j,0j,(0.26515793375507+0j),(-0.030315867510140038+0j),0j,0j,(-0.030315867510140038+0j),(0.26515793375507+0j),0j,0j,0j,0j,(0.23484206624492998+0j)
11423,(0.20900114156043095+0j),0j,0j,0j,0j,(0.290998858439569+0j),(-0.08199771687913808+0j),0j,0j,(-0.08199771687913808+0j),(0.290998858439569+0j),0j,0j,0j,0j,(0.20900114156043095+0j)
11424,(0.3227828663110122+0j),0j,0j,0j,0j,(0.1772171336889878+0j),(0.1455657326220244+0j),0j,0j,(0.1455657326220244+0j),(0.1772171336889878+0j),0j,0j,0j,0j,(0.3227828663110122+0j)
11425,(0.020829039511372608+0j),0j,0j,0j,0j,(0.47917096048862745+0j),(-0.45834192097725485+0j),0j,0j,(-0.45834192097725485+0j),(0.47917096048862745+0j),0j,0j,0j,0j,(0.020829039511372608+0j)
11426,(0.15624490187473924+0j),0j,0j,0j,0j,(0.3437550981252608+0j),(-0.18751019625052154+0j),0j,0j,(-0.18751019625052154+0j),(0.3437550981252608+0j),0j,0j,0j,0j,(0.15624490187473924+0j)
11427,(0.18943602957322903+0j),0j,0j,0j,0j,(0.310563970426771+0j),(-0.12112794085354196+0j),0j,0j,(-0.12112794085354196+0j),(0.310563970426771+0j),0j,0j,0j,0j,(0.18943602957322903+0j)
11428,(0.04313807936392784+0j),0j,0j,0j,0j,(0.4568619206360721+0j),(-0.4137238412721443+0j),0j,0j,(-0.4137238412721443+0j),(0.4568619206360721+0j),0j,0j,0j,0j,(0.04313807936392784+0j)
11429,(0.1952931681021792+0j),0j,0j,0j,0j,(0.30470683189782083+0j),(-0.10941366379564163+0j),0j,0j,(-0.10941366379564163+0j),(0.30470683189782083+0j),0j,0j,0j,0j,(0.1952931681021792+0j)
11430,(0.22377803173039232+0j),0j,0j,0j,0j,(0.2762219682696077+0j),(-0.052443936539215384+0j),0j,0j,(-0.052443936539215384+0j),(0.2762219682696077+0j),0j,0j,0j,0j,(0.22377803173039232+0j)
11431,(0.12110724663914083+0j),0j,0j,0j,0j,(0.3788927533608592+0j),(-0.2577855067217184+0j),0j,0j,(-0.2577855067217184+0j),(0.3788927533608592+0j),0j,0j,0j,0j,(0.12110724663914083+0j)
11432,(0.2303711725754343+0j),0j,0j,0j,0j,(0.2696288274245657+0j),(-0.039257654849131386+0j),0j,0j,(-0.039257654849131386+0j),(0.2696288274245657+0j),0j,0j,0j,0j,(0.2303711725754343+0j)
11433,(0.09235395756077704+0j),0j,0j,0j,0j,(0.407646042439223+0j),(-0.31529208487844596+0j),0j,0j,(-0.31529208487844596+0j),(0.407646042439223+0j),0j,0j,0j,0j,(0.09235395756077704+0j)
11434,(0.18814321629996195+0j),0j,0j,0j,0j,(0.31185678370003805+0j),(-0.12371356740007614+0j),0j,0j,(-0.12371356740007614+0j),(0.31185678370003805+0j),0j,0j,0j,0j,(0.18814321629996195+0j)
11435,(0.04079963586607506+0j),0j,0j,0j,0j,(0.459200364133925+0j),(-0.41840072826784996+0j),0j,0j,(-0.41840072826784996+0j),(0.459200364133925+0j),0j,0j,0j,0j,(0.04079963586607506+0j)
11436,(0.04636048425467284+0j),0j,0j,0j,0j,(0.4536395157453272+0j),(-0.40727903149065436+0j),0j,0j,(-0.40727903149065436+0j),(0.4536395157453272+0j),0j,0j,0j,0j,(0.04636048425467284+0j)
11437,(0.11683951393874857+0j),0j,0j,0j,0j,(0.3831604860612514+0j),(-0.26632097212250283+0j),0j,0j,(-0.26632097212250283+0j),(0.3831604860612514+0j),0j,0j,0j,0j,(0.11683951393874857+0j)
11438,(0.12508270136044378+0j),0j,0j,0j,0j,(0.3749172986395562+0j),(-0.24983459727911242+0j),0j,0j,(-0.24983459727911242+0j),(0.3749172986395562+0j),0j,0j,0j,0j,(0.12508270136044378+0j)
11439,(0.20501081212210173+0j),0j,0j,0j,0j,(0.29498918787789824+0j),(-0.08997837575579651+0j),0j,0j,(-0.08997837575579651+0j),(0.29498918787789824+0j),0j,0j,0j,0j,(0.20501081212210173+0j)
11440,(0.22570523102417336+0j),0j,0j,0j,0j,(0.27429476897582666+0j),(-0.0485895379516533+0j),0j,0j,(-0.0485895379516533+0j),(0.27429476897582666+0j),0j,0j,0j,0j,(0.22570523102417336+0j)
11441,(0.24875785213405285+0j),0j,0j,0j,0j,(0.2512421478659472+0j),(-0.0024842957318943113+0j),0j,0j,(-0.0024842957318943113+0j),(0.2512421478659472+0j),0j,0j,0j,0j,(0.24875785213405285+0j)
11442,(0.2610920070995853+0j),0j,0j,0j,0j,(0.23890799290041462+0j),(0.022184014199170706+0j),0j,0j,(0.022184014199170706+0j),(0.23890799290041462+0j),0j,0j,0j,0j,(0.2610920070995853+0j)
11443,(0.1624815025281853+0j),0j,0j,0j,0j,(0.3375184974718147+0j),(-0.17503699494362943+0j),0j,0j,(-0.17503699494362943+0j),(0.3375184974718147+0j),0j,0j,0j,0j,(0.1624815025281853+0j)
11444,(0.22406857377872422+0j),0j,0j,0j,0j,(0.2759314262212758+0j),(-0.05186285244255159+0j),0j,0j,(-0.05186285244255159+0j),(0.2759314262212758+0j),0j,0j,0j,0j,(0.22406857377872422+0j)
11445,(0.009559084204549557+0j),0j,0j,0j,0j,(0.49044091579545046+0j),(-0.4808818315909009+0j),0j,0j,(-0.4808818315909009+0j),(0.49044091579545046+0j),0j,0j,0j,0j,(0.009559084204549557+0j)
11446,(0.13861264860831657+0j),0j,0j,0j,0j,(0.36138735139168343+0j),(-0.22277470278336686+0j),0j,0j,(-0.22277470278336686+0j),(0.36138735139168343+0j),0j,0j,0j,0j,(0.13861264860831657+0j)
11447,(0.31021028439021286+0j),0j,0j,0j,0j,(0.1897897156097871+0j),(0.12042056878042577+0j),0j,0j,(0.12042056878042577+0j),(0.1897897156097871+0j),0j,0j,0j,0j,(0.31021028439021286+0j)
11448,(0.32331840230067455+0j),0j,0j,0j,0j,(0.17668159769932543+0j),(0.14663680460134917+0j),0j,0j,(0.14663680460134917+0j),(0.17668159769932543+0j),0j,0j,0j,0j,(0.32331840230067455+0j)
11449,(0.17624465401830944+0j),0j,0j,0j,0j,(0.32375534598169053+0j),(-0.14751069196338112+0j),0j,0j,(-0.14751069196338112+0j),(0.32375534598169053+0j),0j,0j,0j,0j,(0.17624465401830944+0j)
11450,(0.0014199737110850163+0j),0j,0j,0j,0j,(0.4985800262889149+0j),(-0.49716005257782986+0j),0j,0j,(-0.49716005257782986+0j),(0.4985800262889149+0j),0j,0j,0j,0j,(0.0014199737110850163+0j)
11451,(0.13905536663953483+0j),0j,0j,0j,0j,(0.3609446333604652+0j),(-0.22188926672093034+0j),0j,0j,(-0.22188926672093034+0j),(0.3609446333604652+0j),0j,0j,0j,0j,(0.13905536663953483+0j)
11452,(0.07346096122712199+0j),0j,0j,0j,0j,(0.4265390387728781+0j),(-0.3530780775457561+0j),0j,0j,(-0.3530780775457561+0j),(0.4265390387728781+0j),0j,0j,0j,0j,(0.07346096122712199+0j)
11453,(0.1162390686086376+0j),0j,0j,0j,0j,(0.38376093139136247+0j),(-0.2675218627827249+0j),0j,0j,(-0.2675218627827249+0j),(0.38376093139136247+0j),0j,0j,0j,0j,(0.1162390686086376+0j)
11454,(0.11875165469864579+0j),0j,0j,0j,0j,(0.3812483453013542+0j),(-0.2624966906027084+0j),0j,0j,(-0.2624966906027084+0j),(0.3812483453013542+0j),0j,0j,0j,0j,(0.11875165469864579+0j)
11455,(0.071177834274146+0j),0j,0j,0j,0j,(0.42882216572585397+0j),(-0.35764433145170793+0j),0j,0j,(-0.35764433145170793+0j),(0.42882216572585397+0j),0j,0j,0j,0j,(0.071177834274146+0j)
11456,(0.14384478334215708+0j),0j,0j,0j,0j,(0.3561552166578429+0j),(-0.2123104333156858+0j),0j,0j,(-0.2123104333156858+0j),(0.3561552166578429+0j),0j,0j,0j,0j,(0.14384478334215708+0j)
11457,(0.0175258053644031+0j),0j,0j,0j,0j,(0.48247419463559693+0j),(-0.4649483892711938+0j),0j,0j,(-0.4649483892711938+0j),(0.48247419463559693+0j),0j,0j,0j,0j,(0.0175258053644031+0j)
11458,(0.14359631295142183+0j),0j,0j,0j,0j,(0.3564036870485782+0j),(-0.2128073740971564+0j),0j,0j,(-0.2128073740971564+0j),(0.3564036870485782+0j),0j,0j,0j,0j,(0.14359631295142183+0j)
11459,(0.04370240436326988+0j),0j,0j,0j,0j,(0.4562975956367301+0j),(-0.4125951912734602+0j),0j,0j,(-0.4125951912734602+0j),(0.4562975956367301+0j),0j,0j,0j,0j,(0.04370240436326988+0j)
11460,(0.10181269007843159+0j),0j,0j,0j,0j,(0.3981873099215684+0j),(-0.29637461984313684+0j),0j,0j,(-0.29637461984313684+0j),(0.3981873099215684+0j),0j,0j,0j,0j,(0.10181269007843159+0j)
11461,(0.050704984014654356+0j),0j,0j,0j,0j,(0.44929501598534566+0j),(-0.3985900319706913+0j),0j,0j,(-0.3985900319706913+0j),(0.44929501598534566+0j),0j,0j,0j,0j,(0.050704984014654356+0j)
11462,(0.15335687286108554+0j),0j,0j,0j,0j,(0.3466431271389145+0j),(-0.19328625427782894+0j),0j,0j,(-0.19328625427782894+0j),(0.3466431271389145+0j),0j,0j,0j,0j,(0.15335687286108554+0j)
11463,(0.11301185679947404+0j),0j,0j,0j,0j,(0.386988143200526+0j),(-0.2739762864010519+0j),0j,0j,(-0.2739762864010519+0j),(0.386988143200526+0j),0j,0j,0j,0j,(0.11301185679947404+0j)
11464,(0.19858625592705542+0j),0j,0j,0j,0j,(0.3014137440729446+0j),(-0.10282748814588913+0j),0j,0j,(-0.10282748814588913+0j),(0.3014137440729446+0j),0j,0j,0j,0j,(0.19858625592705542+0j)
11465,(0.010715635749092525+0j),0j,0j,0j,0j,(0.4892843642509075+0j),(-0.478568728501815+0j),0j,0j,(-0.478568728501815+0j),(0.4892843642509075+0j),0j,0j,0j,0j,(0.010715635749092525+0j)
11466,(0.09437491318694796+0j),0j,0j,0j,0j,(0.4056250868130521+0j),(-0.31125017362610413+0j),0j,0j,(-0.31125017362610413+0j),(0.4056250868130521+0j),0j,0j,0j,0j,(0.09437491318694796+0j)
11467,(0.12478686903253387+0j),0j,0j,0j,0j,(0.37521313096746617+0j),(-0.2504262619349323+0j),0j,0j,(-0.2504262619349323+0j),(0.37521313096746617+0j),0j,0j,0j,0j,(0.12478686903253387+0j)
11468,(0.24723889735429183+0j),0j,0j,0j,0j,(0.25276110264570817+0j),(-0.005522205291416338+0j),0j,0j,(-0.005522205291416338+0j),(0.25276110264570817+0j),0j,0j,0j,0j,(0.24723889735429183+0j)
11469,(0.0384485750777456+0j),0j,0j,0j,0j,(0.46155142492225437+0j),(-0.4231028498445088+0j),0j,0j,(-0.4231028498445088+0j),(0.46155142492225437+0j),0j,0j,0j,0j,(0.0384485750777456+0j)
11470,(0.16904666957576797+0j),0j,0j,0j,0j,(0.33095333042423203+0j),(-0.16190666084846406+0j),0j,0j,(-0.16190666084846406+0j),(0.33095333042423203+0j),0j,0j,0j,0j,(0.16904666957576797+0j)
11471,(0.2894579747056373+0j),0j,0j,0j,0j,(0.21054202529436275+0j),(0.07891594941127449+0j),0j,0j,(0.07891594941127449+0j),(0.21054202529436275+0j),0j,0j,0j,0j,(0.2894579747056373+0j)
11472,(0.05614539708109314+0j),0j,0j,0j,0j,(0.4438546029189068+0j),(-0.3877092058378137+0j),0j,0j,(-0.3877092058378137+0j),(0.4438546029189068+0j),0j,0j,0j,0j,(0.05614539708109314+0j)
11473,(0.08722661752961834+0j),0j,0j,0j,0j,(0.4127733824703816+0j),(-0.32554676494076323+0j),0j,0j,(-0.32554676494076323+0j),(0.4127733824703816+0j),0j,0j,0j,0j,(0.08722661752961834+0j)
11474,(0.15995181488808446+0j),0j,0j,0j,0j,(0.3400481851119156+0j),(-0.18009637022383113+0j),0j,0j,(-0.18009637022383113+0j),(0.3400481851119156+0j),0j,0j,0j,0j,(0.15995181488808446+0j)
11475,(0.06389395031451593+0j),0j,0j,0j,0j,(0.43610604968548405+0j),(-0.3722120993709681+0j),0j,0j,(-0.3722120993709681+0j),(0.43610604968548405+0j),0j,0j,0j,0j,(0.06389395031451593+0j)
11476,(0.10590271531124949+0j),0j,0j,0j,0j,(0.3940972846887505+0j),(-0.288194569377501+0j),0j,0j,(-0.288194569377501+0j),(0.3940972846887505+0j),0j,0j,0j,0j,(0.10590271531124949+0j)
11477,(0.05780747603619767+0j),0j,0j,0j,0j,(0.4421925239638023+0j),(-0.38438504792760464+0j),0j,0j,(-0.38438504792760464+0j),(0.4421925239638023+0j),0j,0j,0j,0j,(0.05780747603619767+0j)
11478,(0.20163411665006203+0j),0j,0j,0j,0j,(0.29836588334993797+0j),(-0.09673176669987593+0j),0j,0j,(-0.09673176669987593+0j),(0.29836588334993797+0j),0j,0j,0j,0j,(0.20163411665006203+0j)
11479,(0.29097090921045515+0j),0j,0j,0j,0j,(0.20902909078954476+0j),(0.0819418184209104+0j),0j,0j,(0.0819418184209104+0j),(0.20902909078954476+0j),0j,0j,0j,0j,(0.29097090921045515+0j)
11480,(0.021202189677506672+0j),0j,0j,0j,0j,(0.47879781032249336+0j),(-0.45759562064498666+0j),0j,0j,(-0.45759562064498666+0j),(0.47879781032249336+0j),0j,0j,0j,0j,(0.021202189677506672+0j)
11481,(0.32568755978472874+0j),0j,0j,0j,0j,(0.17431244021527126+0j),(0.15137511956945748+0j),0j,0j,(0.15137511956945748+0j),(0.17431244021527126+0j),0j,0j,0j,0j,(0.32568755978472874+0j)
11482,(0.24935488732213562+0j),0j,0j,0j,0j,(0.2506451126778644+0j),(-0.001290225355728758+0j),0j,0j,(-0.001290225355728758+0j),(0.2506451126778644+0j),0j,0j,0j,0j,(0.24935488732213562+0j)
11483,(0.15115474179935717+0j),0j,0j,0j,0j,(0.3488452582006428+0j),(-0.19769051640128565+0j),0j,0j,(-0.19769051640128565+0j),(0.3488452582006428+0j),0j,0j,0j,0j,(0.15115474179935717+0j)
11484,(0.11403252370395293+0j),0j,0j,0j,0j,(0.38596747629604705+0j),(-0.2719349525920941+0j),0j,0j,(-0.2719349525920941+0j),(0.38596747629604705+0j),0j,0j,0j,0j,(0.11403252370395293+0j)
11485,(0.2882703082320171+0j),0j,0j,0j,0j,(0.21172969176798287+0j),(0.07654061646403423+0j),0j,0j,(0.07654061646403423+0j),(0.21172969176798287+0j),0j,0j,0j,0j,(0.2882703082320171+0j)
11486,(0.2442228504295559+0j),0j,0j,0j,0j,(0.2557771495704441+0j),(-0.0115542991408882+0j),0j,0j,(-0.0115542991408882+0j),(0.2557771495704441+0j),0j,0j,0j,0j,(0.2442228504295559+0j)
11487,(0.16267544780533172+0j),0j,0j,0j,0j,(0.33732455219466834+0j),(-0.17464910438933662+0j),0j,0j,(-0.17464910438933662+0j),(0.33732455219466834+0j),0j,0j,0j,0j,(0.16267544780533172+0j)
11488,(0.008274598619675355+0j),0j,0j,0j,0j,(0.4917254013803247+0j),(-0.4834508027606494+0j),0j,0j,(-0.4834508027606494+0j),(0.4917254013803247+0j),0j,0j,0j,0j,(0.008274598619675355+0j)
11489,(0.2811640462545076+0j),0j,0j,0j,0j,(0.2188359537454924+0j),(0.06232809250901519+0j),0j,0j,(0.06232809250901519+0j),(0.2188359537454924+0j),0j,0j,0j,0j,(0.2811640462545076+0j)
11490,(0.15878782212595333+0j),0j,0j,0j,0j,(0.3412121778740467+0j),(-0.18242435574809335+0j),0j,0j,(-0.18242435574809335+0j),(0.3412121778740467+0j),0j,0j,0j,0j,(0.15878782212595333+0j)
11491,(0.05210544744140105+0j),0j,0j,0j,0j,(0.447894552558599+0j),(-0.39578910511719795+0j),0j,0j,(-0.39578910511719795+0j),(0.447894552558599+0j),0j,0j,0j,0j,(0.05210544744140105+0j)
11492,(0.05033525768255251+0j),0j,0j,0j,0j,(0.44966474231744746+0j),(-0.399329484634895+0j),0j,0j,(-0.399329484634895+0j),(0.44966474231744746+0j),0j,0j,0j,0j,(0.05033525768255251+0j)
11493,(0.040199980593561696+0j),0j,0j,0j,0j,(0.4598000194064383+0j),(-0.41960003881287655+0j),0j,0j,(-0.41960003881287655+0j),(0.4598000194064383+0j),0j,0j,0j,0j,(0.040199980593561696+0j)
11494,(0.12137432060985885+0j),0j,0j,0j,0j,(0.3786256793901412+0j),(-0.2572513587802823+0j),0j,0j,(-0.2572513587802823+0j),(0.3786256793901412+0j),0j,0j,0j,0j,(0.12137432060985885+0j)
11495,(0.08456410961575529+0j),0j,0j,0j,0j,(0.4154358903842447+0j),(-0.33087178076848944+0j),0j,0j,(-0.33087178076848944+0j),(0.4154358903842447+0j),0j,0j,0j,0j,(0.08456410961575529+0j)
11496,(0.18029086471322925+0j),0j,0j,0j,0j,(0.31970913528677075+0j),(-0.13941827057354148+0j),0j,0j,(-0.13941827057354148+0j),(0.31970913528677075+0j),0j,0j,0j,0j,(0.18029086471322925+0j)
11497,(0.045738970394013714+0j),0j,0j,0j,0j,(0.45426102960598624+0j),(-0.40852205921197254+0j),0j,0j,(-0.40852205921197254+0j),(0.45426102960598624+0j),0j,0j,0j,0j,(0.045738970394013714+0j)
11498,(0.2950558713408137+0j),0j,0j,0j,0j,(0.20494412865918638+0j),(0.09011174268162729+0j),0j,0j,(0.09011174268162729+0j),(0.20494412865918638+0j),0j,0j,0j,0j,(0.2950558713408137+0j)
11499,(0.15512765984774204+0j),0j,0j,0j,0j,(0.3448723401522579+0j),(-0.18974468030451583+0j),0j,0j,(-0.18974468030451583+0j),(0.3448723401522579+0j),0j,0j,0j,0j,(0.15512765984774204+0j)
11500,(0.014748151075516613+0j),0j,0j,0j,0j,(0.48525184892448336+0j),(-0.47050369784896673+0j),0j,0j,(-0.47050369784896673+0j),(0.48525184892448336+0j),0j,0j,0j,0j,(0.014748151075516613+0j)
11501,(0.32455622808611084+0j),0j,0j,0j,0j,(0.17544377191388916+0j),(0.14911245617222169+0j),0j,0j,(0.14911245617222169+0j),(0.17544377191388916+0j),0j,0j,0j,0j,(0.32455622808611084+0j)
11502,(0.1358793677049812+0j),0j,0j,0j,0j,(0.3641206322950188+0j),(-0.22824126459003757+0j),0j,0j,(-0.22824126459003757+0j),(0.3641206322950188+0j),0j,0j,0j,0j,(0.1358793677049812+0j)
11503,(0.02147858523100412+0j),0j,0j,0j,0j,(0.4785214147689959+0j),(-0.4570428295379918+0j),0j,0j,(-0.4570428295379918+0j),(0.4785214147689959+0j),0j,0j,0j,0j,(0.02147858523100412+0j)
11504,(0.19788979451212171+0j),0j,0j,0j,0j,(0.3021102054878783+0j),(-0.10422041097575659+0j),0j,0j,(-0.10422041097575659+0j),(0.3021102054878783+0j),0j,0j,0j,0j,(0.19788979451212171+0j)
11505,(0.3267679822876687+0j),0j,0j,0j,0j,(0.17323201771233132+0j),(0.15353596457533736+0j),0j,0j,(0.15353596457533736+0j),(0.17323201771233132+0j),0j,0j,0j,0j,(0.3267679822876687+0j)
11506,(0.042324257378703066+0j),0j,0j,0j,0j,(0.45767574262129695+0j),(-0.4153514852425939+0j),0j,0j,(-0.4153514852425939+0j),(0.45767574262129695+0j),0j,0j,0j,0j,(0.042324257378703066+0j)
11507,(0.28964684423181997+0j),0j,0j,0j,0j,(0.2103531557681801+0j),(0.07929368846363986+0j),0j,0j,(0.07929368846363986+0j),(0.2103531557681801+0j),0j,0j,0j,0j,(0.28964684423181997+0j)
11508,(0.17194220419594095+0j),0j,0j,0j,0j,(0.3280577958040591+0j),(-0.15611559160811814+0j),0j,0j,(-0.15611559160811814+0j),(0.3280577958040591+0j),0j,0j,0j,0j,(0.17194220419594095+0j)
11509,(0.05646665268472136+0j),0j,0j,0j,0j,(0.4435333473152787+0j),(-0.3870666946305574+0j),0j,0j,(-0.3870666946305574+0j),(0.4435333473152787+0j),0j,0j,0j,0j,(0.05646665268472136+0j)
11510,(0.31083660922791395+0j),0j,0j,0j,0j,(0.189163390772086+0j),(0.121673218455828+0j),0j,0j,(0.121673218455828+0j),(0.189163390772086+0j),0j,0j,0j,0j,(0.31083660922791395+0j)
11511,(0.3117645147156616+0j),0j,0j,0j,0j,(0.18823548528433842+0j),(0.12352902943132317+0j),0j,0j,(0.12352902943132317+0j),(0.18823548528433842+0j),0j,0j,0j,0j,(0.3117645147156616+0j)
11512,(0.30022635775524786+0j),0j,0j,0j,0j,(0.1997736422447522+0j),(0.10045271551049567+0j),0j,0j,(0.10045271551049567+0j),(0.1997736422447522+0j),0j,0j,0j,0j,(0.30022635775524786+0j)
11513,(0.32913527044015795+0j),0j,0j,0j,0j,(0.17086472955984208+0j),(0.15827054088031586+0j),0j,0j,(0.15827054088031586+0j),(0.17086472955984208+0j),0j,0j,0j,0j,(0.32913527044015795+0j)
11514,(0.1424751163410872+0j),0j,0j,0j,0j,(0.3575248836589128+0j),(-0.21504976731782557+0j),0j,0j,(-0.21504976731782557+0j),(0.3575248836589128+0j),0j,0j,0j,0j,(0.1424751163410872+0j)
11515,(0.14683970209465533+0j),0j,0j,0j,0j,(0.35316029790534464+0j),(-0.20632059581068932+0j),0j,0j,(-0.20632059581068932+0j),(0.35316029790534464+0j),0j,0j,0j,0j,(0.14683970209465533+0j)
11516,(0.20277704906494687+0j),0j,0j,0j,0j,(0.2972229509350532+0j),(-0.09444590187010635+0j),0j,0j,(-0.09444590187010635+0j),(0.2972229509350532+0j),0j,0j,0j,0j,(0.20277704906494687+0j)
11517,(0.186900172542471+0j),0j,0j,0j,0j,(0.313099827457529+0j),(-0.126199654915058+0j),0j,0j,(-0.126199654915058+0j),(0.313099827457529+0j),0j,0j,0j,0j,(0.186900172542471+0j)
11518,(0.1324809979281463+0j),0j,0j,0j,0j,(0.36751900207185373+0j),(-0.23503800414370743+0j),0j,0j,(-0.23503800414370743+0j),(0.36751900207185373+0j),0j,0j,0j,0j,(0.1324809979281463+0j)
11519,(0.27734073708444235+0j),0j,0j,0j,0j,(0.22265926291555768+0j),(0.05468147416888466+0j),0j,0j,(0.05468147416888466+0j),(0.22265926291555768+0j),0j,0j,0j,0j,(0.27734073708444235+0j)
11520,(0.03284727608726749+0j),0j,0j,0j,0j,(0.46715272391273244+0j),(-0.43430544782546493+0j),0j,0j,(-0.43430544782546493+0j),(0.46715272391273244+0j),0j,0j,0j,0j,(0.03284727608726749+0j)
11521,(0.28631079292611256+0j),0j,0j,0j,0j,(0.21368920707388744+0j),(0.07262158585222515+0j),0j,0j,(0.07262158585222515+0j),(0.21368920707388744+0j),0j,0j,0j,0j,(0.28631079292611256+0j)
11522,(0.28633961753195114+0j),0j,0j,0j,0j,(0.21366038246804886+0j),(0.07267923506390228+0j),0j,0j,(0.07267923506390228+0j),(0.21366038246804886+0j),0j,0j,0j,0j,(0.28633961753195114+0j)
11523,(0.2698738120481519+0j),0j,0j,0j,0j,(0.23012618795184805+0j),(0.03974762409630387+0j),0j,0j,(0.03974762409630387+0j),(0.23012618795184805+0j),0j,0j,0j,0j,(0.2698738120481519+0j)
11524,(0.1542198691490466+0j),0j,0j,0j,0j,(0.34578013085095344+0j),(-0.19156026170190685+0j),0j,0j,(-0.19156026170190685+0j),(0.34578013085095344+0j),0j,0j,0j,0j,(0.1542198691490466+0j)
11525,(0.17731718145963435+0j),0j,0j,0j,0j,(0.3226828185403656+0j),(-0.14536563708073125+0j),0j,0j,(-0.14536563708073125+0j),(0.3226828185403656+0j),0j,0j,0j,0j,(0.17731718145963435+0j)
11526,(0.22822430375363545+0j),0j,0j,0j,0j,(0.27177569624636455+0j),(-0.0435513924927291+0j),0j,0j,(-0.0435513924927291+0j),(0.27177569624636455+0j),0j,0j,0j,0j,(0.22822430375363545+0j)
11527,(0.10280887893108963+0j),0j,0j,0j,0j,(0.39719112106891036+0j),(-0.2943822421378207+0j),0j,0j,(-0.2943822421378207+0j),(0.39719112106891036+0j),0j,0j,0j,0j,(0.10280887893108963+0j)
11528,(0.18539907994616234+0j),0j,0j,0j,0j,(0.31460092005383766+0j),(-0.12920184010767533+0j),0j,0j,(-0.12920184010767533+0j),(0.31460092005383766+0j),0j,0j,0j,0j,(0.18539907994616234+0j)
11529,(0.028126923049156826+0j),0j,0j,0j,0j,(0.47187307695084324+0j),(-0.4437461539016864+0j),0j,0j,(-0.4437461539016864+0j),(0.47187307695084324+0j),0j,0j,0j,0j,(0.028126923049156826+0j)
11530,(0.2874296467905997+0j),0j,0j,0j,0j,(0.21257035320940038+0j),(0.07485929358119929+0j),0j,0j,(0.07485929358119929+0j),(0.21257035320940038+0j),0j,0j,0j,0j,(0.2874296467905997+0j)
11531,(0.32141142618292456+0j),0j,0j,0j,0j,(0.1785885738170754+0j),(0.14282285236584916+0j),0j,0j,(0.14282285236584916+0j),(0.1785885738170754+0j),0j,0j,0j,0j,(0.32141142618292456+0j)
11532,(0.18695306231602282+0j),0j,0j,0j,0j,(0.3130469376839772+0j),(-0.12609387536795436+0j),0j,0j,(-0.12609387536795436+0j),(0.3130469376839772+0j),0j,0j,0j,0j,(0.18695306231602282+0j)
11533,(0.2675036237567214+0j),0j,0j,0j,0j,(0.2324963762432786+0j),(0.03500724751344279+0j),0j,0j,(0.03500724751344279+0j),(0.2324963762432786+0j),0j,0j,0j,0j,(0.2675036237567214+0j)
11534,(0.33073566908074864+0j),0j,0j,0j,0j,(0.16926433091925133+0j),(0.1614713381614973+0j),0j,0j,(0.1614713381614973+0j),(0.16926433091925133+0j),0j,0j,0j,0j,(0.33073566908074864+0j)
11535,(0.23169071043470124+0j),0j,0j,0j,0j,(0.26830928956529876+0j),(-0.03661857913059752+0j),0j,0j,(-0.03661857913059752+0j),(0.26830928956529876+0j),0j,0j,0j,0j,(0.23169071043470124+0j)
11536,(0.11170672059063451+0j),0j,0j,0j,0j,(0.3882932794093655+0j),(-0.27658655881873095+0j),0j,0j,(-0.27658655881873095+0j),(0.3882932794093655+0j),0j,0j,0j,0j,(0.11170672059063451+0j)
